id,data,party_or_author_type,party_popularity,aprovacao
2132902-18,2017-08-08,Órgão do Poder Legislativo,60.0,1.0
2139901-5,2017-08-08,Órgão do Poder Legislativo,80.0,1.0
2136666-53,2017-08-15,Órgão do Poder Legislativo,80.0,1.0
2136666-55,2017-08-15,Órgão do Poder Legislativo,100.0,1.0
2136666-57,2017-08-15,Órgão do Poder Legislativo,100.0,1.0
2024315-53,2017-08-16,Órgão do Poder Legislativo,100.0,0.0
2024315-55,2017-08-16,Órgão do Poder Legislativo,80.0,0.0
2024315-59,2017-08-16,Órgão do Poder Legislativo,60.0,0.0
2024315-76,2017-08-16,Órgão do Poder Legislativo,40.0,0.0
2024315-78,2017-08-16,Órgão do Poder Legislativo,20.0,1.0
2024315-81,2017-08-16,Órgão do Poder Legislativo,20.0,1.0
2077978-49,2017-09-04,PV,80.0,1.0
2092189-79,2017-09-04,REPUBLIC,100.0,1.0
2092189-82,2017-09-04,REPUBLIC,100.0,1.0
2151995-20,2017-09-20,COMISSÃO ESPECIAL,80.0,1.0
2151995-21,2017-09-20,COMISSÃO ESPECIAL,100.0,1.0
2152133-6,2017-09-20,COMISSÃO ESPECIAL,100.0,1.0
2152134-6,2017-09-20,COMISSÃO ESPECIAL,100.0,1.0
2153290-6,2017-09-27,Órgão do Poder Legislativo,40.0,0.0
2153100-23,2017-10-03,Órgão do Poder Legislativo,40.0,1.0
2153100-24,2017-10-03,Órgão do Poder Legislativo,60.0,1.0
2153714-7,2017-10-03,Órgão do Poder Legislativo,80.0,1.0
2151995-102,2017-10-04,COMISSÃO ESPECIAL,100.0,0.0
2151995-103,2017-10-04,COMISSÃO ESPECIAL,80.0,0.0
2151995-106,2017-10-04,COMISSÃO ESPECIAL,60.0,0.0
2151995-108,2017-10-04,COMISSÃO ESPECIAL,40.0,1.0
2151995-110,2017-10-04,COMISSÃO ESPECIAL,40.0,1.0
2151995-112,2017-10-04,COMISSÃO ESPECIAL,40.0,0.0
2151995-48,2017-10-04,COMISSÃO ESPECIAL,40.0,1.0
2151995-52,2017-10-04,COMISSÃO ESPECIAL,60.0,0.0
2151995-54,2017-10-04,COMISSÃO ESPECIAL,60.0,0.0
2151995-58,2017-10-04,COMISSÃO ESPECIAL,40.0,1.0
2151995-63,2017-10-04,COMISSÃO ESPECIAL,40.0,1.0
2151995-65,2017-10-04,COMISSÃO ESPECIAL,60.0,0.0
2151995-67,2017-10-04,COMISSÃO ESPECIAL,40.0,1.0
2151995-71,2017-10-04,COMISSÃO ESPECIAL,60.0,0.0
2151995-73,2017-10-04,COMISSÃO ESPECIAL,60.0,1.0
2151995-81,2017-10-04,COMISSÃO ESPECIAL,60.0,0.0
2151995-82,2017-10-04,COMISSÃO ESPECIAL,40.0,0.0
2151995-85,2017-10-04,COMISSÃO ESPECIAL,40.0,1.0
2151995-86,2017-10-04,COMISSÃO ESPECIAL,40.0,0.0
2151995-90,2017-10-04,COMISSÃO ESPECIAL,40.0,0.0
2151995-93,2017-10-04,COMISSÃO ESPECIAL,20.0,1.0
2153100-36,2017-10-04,Órgão do Poder Legislativo,80.0,1.0
2153100-45,2017-10-04,Órgão do Poder Legislativo,80.0,0.0
2153100-47,2017-10-04,Órgão do Poder Legislativo,80.0,0.0
2153100-49,2017-10-04,Órgão do Poder Legislativo,60.0,0.0
2153100-53,2017-10-04,Órgão do Poder Legislativo,40.0,0.0
2153100-55,2017-10-04,Órgão do Poder Legislativo,20.0,1.0
2153100-59,2017-10-04,Órgão do Poder Legislativo,20.0,1.0
2153100-61,2017-10-04,Órgão do Poder Legislativo,40.0,1.0
2153100-65,2017-10-04,Órgão do Poder Legislativo,60.0,1.0
106701-161,2017-10-09,COMISSÃO PARLAMENTAR DE INQUÉRITO,100.0,1.0
1278738-84,2017-10-09,UNIÃO,60.0,1.0
133856-157,2017-10-09,Órgão do Poder Legislativo,80.0,1.0
2084146-59,2017-10-09,PDT,100.0,1.0
2084350-87,2017-10-09,Órgão do Poder Executivo,100.0,1.0
2084353-92,2017-10-09,Órgão do Poder Executivo,100.0,1.0
2084355-86,2017-10-09,Órgão do Poder Executivo,100.0,1.0
2115895-31,2017-10-09,Órgão do Poder Judiciário,100.0,1.0
2122125-70,2017-10-09,Órgão do Poder Executivo,100.0,1.0
258022-213,2017-10-09,PSD,100.0,1.0
28692-101,2017-10-09,S.PART.,100.0,1.0
329678-116,2017-10-09,Órgão do Poder Legislativo,100.0,1.0
332450-217,2017-10-09,Órgão do Poder Legislativo,100.0,1.0
349393-134,2017-10-09,PCdoB,80.0,1.0
353631-123,2017-10-09,PT,100.0,1.0
356194-133,2017-10-09,PV,80.0,1.0
356194-134,2017-10-09,PV,80.0,0.0
356194-138,2017-10-09,PV,80.0,1.0
359484-92,2017-10-09,Órgão do Poder Legislativo,100.0,1.0
387593-91,2017-10-09,PL,100.0,1.0
50794-78,2017-10-09,PFL,100.0,1.0
524870-89,2017-10-09,PL,100.0,1.0
537944-100,2017-10-09,PP,100.0,1.0
949094-141,2017-10-09,REPUBLICANOS,80.0,1.0
2156331-28,2017-10-17,UNIÃO,60.0,1.0
2156331-29,2017-10-17,UNIÃO,60.0,1.0
2156497-8,2017-10-17,UNIÃO,80.0,1.0
2156331-35,2017-10-18,UNIÃO,80.0,0.0
2156331-38,2017-10-18,UNIÃO,80.0,0.0
2156331-41,2017-10-18,UNIÃO,60.0,0.0
2156331-46,2017-10-18,UNIÃO,40.0,0.0
2156331-50,2017-10-18,UNIÃO,20.0,0.0
2156331-54,2017-10-18,UNIÃO,0.0,1.0
2156331-62,2017-10-18,UNIÃO,20.0,0.0
2156331-64,2017-10-18,UNIÃO,20.0,0.0
2156331-67,2017-10-18,UNIÃO,20.0,1.0
2156331-84,2017-10-18,UNIÃO,40.0,1.0
2156331-89,2017-10-18,UNIÃO,60.0,0.0
2156331-91,2017-10-18,UNIÃO,40.0,1.0
2156331-93,2017-10-18,UNIÃO,60.0,1.0
356194-157,2017-10-31,PV,80.0,0.0
356194-158,2017-10-31,PV,60.0,1.0
356194-160,2017-10-31,PV,60.0,1.0
2160195-5,2017-11-06,AVANTE,0.0,1.0
327891-174,2017-11-06,Órgão do Poder Legislativo,100.0,1.0
150629-195,2017-11-07,PT,100.0,0.0
150629-204,2017-11-07,PT,80.0,0.0
150629-211,2017-11-07,PT,60.0,1.0
150629-214,2017-11-07,PT,60.0,0.0
150629-217,2017-11-07,PT,40.0,0.0
150629-218,2017-11-07,PT,20.0,0.0
150629-220,2017-11-07,PT,20.0,1.0
1733172-38,2017-11-07,MDB,100.0,1.0
1733172-40,2017-11-07,MDB,100.0,0.0
1733172-41,2017-11-07,MDB,80.0,1.0
1733172-43,2017-11-07,MDB,80.0,1.0
1733172-45,2017-11-07,MDB,80.0,1.0
2092560-21,2017-11-07,PT,40.0,1.0
2115895-47,2017-11-07,Órgão do Poder Judiciário,100.0,1.0
2115895-48,2017-11-07,Órgão do Poder Judiciário,100.0,1.0
2115895-50,2017-11-07,Órgão do Poder Judiciário,100.0,1.0
2121437-9,2017-11-07,Órgão do Poder Legislativo,100.0,1.0
2144145-21,2017-11-07,REPUBLICANOS,100.0,1.0
2160192-8,2017-11-07,PL,100.0,1.0
2160197-5,2017-11-07,REPUBLICANOS,100.0,1.0
2160433-6,2017-11-07,PT,40.0,1.0
465269-89,2017-11-07,PSDB,100.0,1.0
537672-77,2017-11-07,PP,100.0,1.0
556267-105,2017-11-07,PCdoB,80.0,1.0
556267-106,2017-11-07,PCdoB,80.0,1.0
583317-15,2017-11-07,PCdoB,100.0,1.0
2086414-87,2017-11-08,Órgão do Poder Legislativo,100.0,1.0
2144145-22,2017-11-08,REPUBLICANOS,100.0,1.0
27689-165,2017-11-08,Órgão do Poder Legislativo,100.0,1.0
27689-169,2017-11-08,Órgão do Poder Legislativo,100.0,0.0
27689-172,2017-11-08,Órgão do Poder Legislativo,80.0,0.0
27689-174,2017-11-08,Órgão do Poder Legislativo,60.0,0.0
27689-184,2017-11-08,Órgão do Poder Legislativo,40.0,1.0
27689-190,2017-11-08,Órgão do Poder Legislativo,40.0,0.0
27689-194,2017-11-08,Órgão do Poder Legislativo,20.0,0.0
27689-198,2017-11-08,Órgão do Poder Legislativo,20.0,1.0
27689-206,2017-11-08,Órgão do Poder Legislativo,40.0,1.0
27689-208,2017-11-08,Órgão do Poder Legislativo,60.0,0.0
465269-90,2017-11-08,PSDB,100.0,1.0
537672-78,2017-11-08,PP,100.0,1.0
556267-107,2017-11-08,PCdoB,100.0,1.0
2025005-6,2017-11-09,PL,100.0,1.0
2093693-39,2017-11-09,PSB,100.0,1.0
2121517-37,2017-11-09,PT,60.0,1.0
2136644-22,2017-11-09,PT,80.0,1.0
27689-214,2017-11-09,Órgão do Poder Legislativo,40.0,0.0
27689-218,2017-11-09,Órgão do Poder Legislativo,40.0,0.0
27689-220,2017-11-09,Órgão do Poder Legislativo,40.0,1.0
27689-222,2017-11-09,Órgão do Poder Legislativo,40.0,1.0
465269-103,2017-11-09,PSDB,100.0,1.0
465269-106,2017-11-09,PSDB,100.0,1.0
537672-112,2017-11-09,PP,100.0,1.0
537672-119,2017-11-09,PP,100.0,1.0
537672-122,2017-11-09,PP,100.0,1.0
537672-124,2017-11-09,PP,100.0,1.0
537672-126,2017-11-09,PP,100.0,1.0
537672-97,2017-11-09,PP,100.0,0.0
537672-99,2017-11-09,PP,80.0,1.0
524870-98,2017-11-21,PL,100.0,0.0
1805641-45,2017-11-22,PSDB,100.0,1.0
1805641-46,2017-11-22,PSDB,100.0,1.0
2147876-5,2017-11-22,PSDB,100.0,1.0
2162285-16,2017-11-22,PV,60.0,1.0
2162566-7,2017-11-22,PV,80.0,1.0
524870-121,2017-11-28,PL,80.0,0.0
524870-123,2017-11-28,PL,60.0,1.0
524870-126,2017-11-28,PL,60.0,1.0
2129185-33,2017-11-29,PSDB,100.0,1.0
2163581-15,2017-11-29,PSDB,100.0,1.0
2163629-6,2017-11-29,PSDB,100.0,1.0
1805641-58,2017-12-06,PSDB,100.0,1.0
1805641-60,2017-12-06,PSDB,100.0,1.0
2129185-52,2017-12-06,PSDB,100.0,1.0
2129185-56,2017-12-06,PSDB,100.0,0.0
2129185-60,2017-12-06,PSDB,80.0,1.0
2146111-32,2017-12-06,Órgão do Poder Legislativo,40.0,1.0
2146111-33,2017-12-06,Órgão do Poder Legislativo,60.0,1.0
2146111-44,2017-12-06,Órgão do Poder Legislativo,80.0,1.0
2146111-47,2017-12-06,Órgão do Poder Legislativo,100.0,1.0
2146111-49,2017-12-06,Órgão do Poder Legislativo,100.0,1.0
2160870-5,2017-12-06,PSDB,80.0,1.0
2162525-6,2017-12-06,Órgão do Poder Legislativo,100.0,1.0
2164134-18,2017-12-06,REPUBLIC,100.0,1.0
2164134-19,2017-12-06,REPUBLIC,100.0,1.0
2164134-31,2017-12-06,REPUBLIC,100.0,1.0
2164134-33,2017-12-06,REPUBLIC,100.0,1.0
2164332-6,2017-12-06,REPUBLIC,100.0,1.0
576699-104,2017-12-06,PSB,100.0,0.0
576699-105,2017-12-06,PSB,80.0,1.0
576699-106,2017-12-06,PSB,80.0,1.0
576699-109,2017-12-06,PSB,80.0,1.0
576699-96,2017-12-06,PSB,80.0,0.0
2078694-65,2017-12-07,PT,100.0,1.0
2078694-67,2017-12-07,PT,100.0,1.0
2124891-24,2017-12-07,PT,100.0,1.0
2128289-43,2017-12-11,PSD,100.0,1.0
2128289-44,2017-12-11,PSD,100.0,1.0
2144035-6,2017-12-11,PSD,100.0,1.0
2116308-108,2017-12-12,PSDB,80.0,1.0
2116308-110,2017-12-12,PSDB,80.0,0.0
2116308-112,2017-12-12,PSDB,60.0,1.0
2128289-48,2017-12-12,PSD,100.0,0.0
2128289-60,2017-12-12,PSD,80.0,1.0
2128289-63,2017-12-12,PSD,80.0,1.0
2129185-69,2017-12-12,PSDB,80.0,0.0
2129185-75,2017-12-12,PSDB,60.0,0.0
2129185-77,2017-12-12,PSDB,40.0,0.0
2129185-80,2017-12-12,PSDB,20.0,1.0
2129185-83,2017-12-12,PSDB,40.0,1.0
2129185-86,2017-12-12,PSDB,40.0,1.0
2129185-89,2017-12-12,PSDB,60.0,0.0
2129185-92,2017-12-12,PSDB,60.0,1.0
2129185-94,2017-12-12,PSDB,80.0,1.0
2148733-10,2017-12-12,Órgão do Poder Executivo,100.0,1.0
2135223-19,2017-12-13,COMISSÃO ESPECIAL,40.0,1.0
2137715-10,2017-12-13,PFL,100.0,1.0
2139214-8,2017-12-13,COMISSÃO ESPECIAL,60.0,1.0
2164134-56,2017-12-13,REPUBLIC,100.0,1.0
2164134-58,2017-12-13,REPUBLIC,100.0,1.0
2165887-5,2017-12-13,MDB,80.0,1.0
50794-83,2017-12-13,PFL,100.0,1.0
604888-62,2017-12-13,Órgão do Poder Legislativo,100.0,1.0
2148513-41,2017-12-14,Órgão do Poder Executivo,100.0,1.0
2148513-45,2017-12-14,Órgão do Poder Executivo,100.0,1.0
2148513-47,2017-12-14,Órgão do Poder Executivo,100.0,1.0
2077691-20,2017-12-19,PT,100.0,1.0
2084350-100,2017-12-19,Órgão do Poder Executivo,100.0,1.0
2084350-98,2017-12-19,Órgão do Poder Executivo,100.0,1.0
2084352-95,2017-12-19,Órgão do Poder Executivo,100.0,1.0
2084352-97,2017-12-19,Órgão do Poder Executivo,100.0,1.0
2084353-113,2017-12-19,Órgão do Poder Executivo,100.0,1.0
2084353-114,2017-12-19,Órgão do Poder Executivo,100.0,1.0
2084353-116,2017-12-19,Órgão do Poder Executivo,100.0,1.0
2084355-97,2017-12-19,Órgão do Poder Executivo,100.0,1.0
2084355-99,2017-12-19,Órgão do Poder Executivo,100.0,1.0
2147888-10,2017-12-19,PSB,60.0,1.0
2166230-6,2017-12-19,Órgão do Poder Executivo,100.0,1.0
353631-130,2017-12-19,PT,100.0,1.0
353631-131,2017-12-19,PT,100.0,1.0
858579-109,2017-12-19,PSB,80.0,1.0
858579-110,2017-12-19,PSB,80.0,1.0
858579-114,2017-12-19,PSB,80.0,1.0
858579-116,2017-12-19,PSB,80.0,0.0
858579-118,2017-12-19,PSB,80.0,1.0
2166298-18,2018-02-27,PSD,80.0,1.0
2166298-19,2018-02-27,PSD,80.0,1.0
2166800-10,2018-02-27,PSD,80.0,1.0
2088280-106,2018-02-28,PP,80.0,1.0
2088280-111,2018-02-28,PP,80.0,0.0
2088280-114,2018-02-28,PP,60.0,1.0
2088280-117,2018-02-28,PP,60.0,1.0
2088280-119,2018-02-28,PP,80.0,1.0
2163149-30,2018-02-28,Órgão do Poder Legislativo,100.0,0.0
2163149-33,2018-02-28,Órgão do Poder Legislativo,80.0,0.0
2163149-41,2018-02-28,Órgão do Poder Legislativo,60.0,1.0
2163149-51,2018-02-28,Órgão do Poder Legislativo,60.0,1.0
2163149-54,2018-02-28,Órgão do Poder Legislativo,60.0,0.0
2163149-57,2018-02-28,Órgão do Poder Legislativo,40.0,1.0
2163149-61,2018-02-28,Órgão do Poder Legislativo,60.0,0.0
2163149-63,2018-02-28,Órgão do Poder Legislativo,60.0,1.0
2166298-31,2018-03-01,PSD,100.0,1.0
2166298-34,2018-03-01,PSD,100.0,1.0
1278738-110,2018-03-06,UNIÃO,80.0,0.0
1278738-111,2018-03-06,UNIÃO,60.0,1.0
1278738-121,2018-03-06,UNIÃO,60.0,1.0
1278738-124,2018-03-06,UNIÃO,80.0,0.0
1278738-126,2018-03-06,UNIÃO,60.0,1.0
1278738-95,2018-03-06,UNIÃO,60.0,1.0
1579163-52,2018-03-06,PSOL,100.0,1.0
1579163-53,2018-03-06,PSOL,100.0,1.0
2141477-31,2018-03-06,PSD,100.0,1.0
2141477-32,2018-03-06,PSD,100.0,1.0
2150301-25,2018-03-06,CIDADANIA,100.0,1.0
2150301-26,2018-03-06,CIDADANIA,100.0,1.0
2168828-4,2018-03-06,CIDADANIA,100.0,1.0
2168829-4,2018-03-06,PSD,100.0,1.0
2168830-4,2018-03-06,PSOL,100.0,1.0
593637-93,2018-03-06,PR,100.0,1.0
593637-94,2018-03-06,PR,100.0,1.0
621466-7,2018-03-06,PR,100.0,1.0
1570719-50,2018-03-07,PL,60.0,1.0
1570719-51,2018-03-07,PL,60.0,0.0
1570719-53,2018-03-07,PL,60.0,1.0
1579163-66,2018-03-07,PSOL,100.0,1.0
1579163-69,2018-03-07,PSOL,100.0,1.0
2086414-104,2018-03-07,Órgão do Poder Legislativo,60.0,1.0
2086414-106,2018-03-07,Órgão do Poder Legislativo,60.0,1.0
2141477-42,2018-03-07,PSD,100.0,1.0
2141477-44,2018-03-07,PSD,100.0,1.0
2150301-32,2018-03-07,CIDADANIA,100.0,1.0
2150301-36,2018-03-07,CIDADANIA,100.0,1.0
2150301-39,2018-03-07,CIDADANIA,100.0,1.0
109150-221,2018-03-13,PCdoB,100.0,0.0
109150-226,2018-03-13,PCdoB,80.0,0.0
109150-230,2018-03-13,PCdoB,60.0,1.0
109150-234,2018-03-13,PCdoB,60.0,0.0
109150-238,2018-03-13,PCdoB,40.0,0.0
109150-241,2018-03-13,PCdoB,20.0,0.0
109150-244,2018-03-13,PCdoB,20.0,1.0
109150-247,2018-03-13,PCdoB,40.0,0.0
109150-248,2018-03-13,PCdoB,20.0,0.0
109150-250,2018-03-13,PCdoB,20.0,1.0
109150-252,2018-03-13,PCdoB,40.0,1.0
109150-254,2018-03-13,PCdoB,60.0,1.0
2167629-29,2018-03-14,PPS,60.0,1.0
2167629-30,2018-03-14,PPS,60.0,1.0
2169217-6,2018-03-14,Órgão do Poder Executivo,100.0,1.0
2169352-5,2018-03-14,PPS,80.0,1.0
542102-76,2018-03-14,Órgão do Poder Executivo,100.0,1.0
542102-77,2018-03-14,Órgão do Poder Executivo,100.0,1.0
1672576-50,2018-03-20,PDT,100.0,1.0
1672576-51,2018-03-20,PDT,100.0,1.0
2058199-59,2018-03-20,PP,80.0,1.0
2058199-61,2018-03-20,PP,80.0,1.0
2058199-63,2018-03-20,PP,100.0,1.0
2081915-59,2018-03-20,Órgão do Poder Legislativo,80.0,1.0
2081915-62,2018-03-20,Órgão do Poder Legislativo,80.0,1.0
2084352-135,2018-03-20,Órgão do Poder Executivo,100.0,1.0
2084352-137,2018-03-20,Órgão do Poder Executivo,100.0,1.0
2110823-65,2018-03-20,Órgão do Poder Executivo,100.0,1.0
2110823-67,2018-03-20,Órgão do Poder Executivo,100.0,1.0
2149372-22,2018-03-20,PDT,100.0,1.0
2152336-25,2018-03-20,PSDB,80.0,1.0
2152724-17,2018-03-20,UNIÃO,80.0,1.0
2166125-11,2018-03-20,UNIÃO,80.0,1.0
2167629-62,2018-03-20,PPS,100.0,1.0
2167629-65,2018-03-20,PPS,100.0,1.0
2168300-22,2018-03-20,Órgão do Poder Legislativo,100.0,1.0
2168300-23,2018-03-20,Órgão do Poder Legislativo,100.0,1.0
2169240-8,2018-03-20,Órgão do Poder Legislativo,100.0,1.0
1734523-48,2018-03-21,DEM,100.0,1.0
1734523-49,2018-03-21,DEM,100.0,1.0
1734523-55,2018-03-21,DEM,100.0,1.0
1734523-57,2018-03-21,DEM,100.0,1.0
2150170-68,2018-03-21,Órgão do Poder Executivo,100.0,1.0
2166260-19,2018-03-21,Órgão do Poder Executivo,100.0,1.0
2167803-20,2018-03-21,PSB,80.0,1.0
2167919-36,2018-03-21,Órgão do Poder Legislativo,100.0,1.0
2167919-37,2018-03-21,Órgão do Poder Legislativo,100.0,1.0
2169397-9,2018-03-21,Órgão do Poder Legislativo,100.0,1.0
2169932-6,2018-03-21,PSB,80.0,1.0
2169945-5,2018-03-21,DEM,100.0,1.0
444751-91,2018-03-21,Órgão do Poder Legislativo,100.0,1.0
2093911-29,2018-03-26,SOLIDARIEDADE,100.0,1.0
2093911-30,2018-03-26,SOLIDARIEDADE,100.0,1.0
2125584-54,2018-03-26,PSD,100.0,1.0
2125584-55,2018-03-26,PSD,100.0,1.0
2169404-9,2018-03-26,PSD,100.0,1.0
2169412-10,2018-03-26,SOLIDARIEDADE,100.0,1.0
2160860-24,2018-03-27,Órgão do Poder Legislativo,100.0,1.0
2160860-25,2018-03-27,Órgão do Poder Legislativo,100.0,1.0
2170483-6,2018-03-27,Órgão do Poder Legislativo,100.0,1.0
50794-94,2018-03-27,PFL,100.0,0.0
542102-101,2018-04-10,Órgão do Poder Executivo,100.0,0.0
542102-108,2018-04-10,Órgão do Poder Executivo,80.0,1.0
542102-120,2018-04-10,Órgão do Poder Executivo,80.0,0.0
542102-123,2018-04-10,Órgão do Poder Executivo,60.0,0.0
542102-128,2018-04-10,Órgão do Poder Executivo,40.0,0.0
542102-131,2018-04-10,Órgão do Poder Executivo,20.0,0.0
542102-134,2018-04-10,Órgão do Poder Executivo,20.0,0.0
542102-137,2018-04-10,Órgão do Poder Executivo,0.0,0.0
542102-144,2018-04-11,Órgão do Poder Executivo,0.0,0.0
542102-150,2018-04-11,Órgão do Poder Executivo,0.0,0.0
542102-154,2018-04-11,Órgão do Poder Executivo,0.0,0.0
542102-156,2018-04-11,Órgão do Poder Executivo,0.0,1.0
542102-160,2018-04-11,Órgão do Poder Executivo,20.0,0.0
542102-163,2018-04-11,Órgão do Poder Executivo,20.0,0.0
542102-169,2018-04-11,Órgão do Poder Executivo,20.0,1.0
542102-172,2018-04-11,Órgão do Poder Executivo,40.0,0.0
542102-178,2018-04-11,Órgão do Poder Executivo,40.0,1.0
542102-184,2018-04-11,Órgão do Poder Executivo,40.0,1.0
2160860-52,2018-04-18,Órgão do Poder Legislativo,100.0,0.0
2160860-55,2018-04-18,Órgão do Poder Legislativo,80.0,0.0
2160860-58,2018-04-18,Órgão do Poder Legislativo,60.0,0.0
2160860-65,2018-04-18,Órgão do Poder Legislativo,40.0,1.0
2160860-84,2018-05-09,Órgão do Poder Legislativo,40.0,0.0
2160860-93,2018-05-09,Órgão do Poder Legislativo,20.0,1.0
2167917-22,2018-05-09,Órgão do Poder Judiciário,100.0,1.0
2167917-23,2018-05-09,Órgão do Poder Judiciário,100.0,1.0
2173291-6,2018-05-09,Órgão do Poder Judiciário,100.0,1.0
1594899-65,2018-05-16,Órgão do Poder Legislativo,40.0,1.0
1594899-66,2018-05-16,Órgão do Poder Legislativo,60.0,1.0
2170090-7,2018-05-16,Órgão do Poder Legislativo,80.0,1.0
2150170-104,2018-05-23,Órgão do Poder Executivo,60.0,0.0
2150170-106,2018-05-23,Órgão do Poder Executivo,60.0,1.0
2150170-79,2018-05-23,Órgão do Poder Executivo,60.0,0.0
2150170-88,2018-05-23,Órgão do Poder Executivo,60.0,1.0
2150170-92,2018-05-23,Órgão do Poder Executivo,60.0,0.0
2150170-96,2018-05-23,Órgão do Poder Executivo,40.0,0.0
2166600-46,2018-05-23,Órgão do Poder Legislativo,80.0,1.0
2166600-47,2018-05-23,Órgão do Poder Legislativo,100.0,1.0
2175064-8,2018-05-23,Órgão do Poder Legislativo,100.0,1.0
1214970-54,2018-05-28,REPUBLIC,100.0,1.0
1214970-55,2018-05-28,REPUBLIC,100.0,1.0
2166092-25,2018-05-28,PP,100.0,1.0
2166092-26,2018-05-28,PP,100.0,1.0
2166821-7,2018-05-28,REPUBLIC,100.0,1.0
2175597-7,2018-05-28,PP,100.0,1.0
2176151-6,2018-05-28,PR,100.0,1.0
548066-133,2018-05-28,PR,100.0,1.0
2174273-7,2018-05-29,PDT,100.0,1.0
492130-39,2018-05-29,MDB,80.0,1.0
493624-28,2018-05-29,PDT,100.0,1.0
548066-137,2018-05-29,PR,100.0,0.0
548066-148,2018-05-29,PR,80.0,1.0
548066-150,2018-05-29,PR,80.0,1.0
2093911-45,2018-06-05,SOLIDARIEDADE,100.0,1.0
2093911-48,2018-06-05,SOLIDARIEDADE,100.0,1.0
2125584-81,2018-06-05,PSD,100.0,1.0
2125584-82,2018-06-05,PSD,100.0,1.0
1214970-100,2018-06-06,REPUBLIC,100.0,0.0
1214970-102,2018-06-06,REPUBLIC,80.0,1.0
1214970-60,2018-06-06,REPUBLIC,80.0,0.0
1214970-63,2018-06-06,REPUBLIC,60.0,0.0
1214970-79,2018-06-06,REPUBLIC,40.0,0.0
1214970-84,2018-06-06,REPUBLIC,20.0,0.0
1214970-88,2018-06-06,REPUBLIC,20.0,1.0
1214970-91,2018-06-06,REPUBLIC,20.0,0.0
1594899-75,2018-06-06,Órgão do Poder Legislativo,100.0,1.0
2166092-33,2018-06-06,PP,100.0,0.0
2166092-45,2018-06-06,PP,80.0,0.0
2166092-47,2018-06-06,PP,60.0,1.0
2166092-50,2018-06-06,PP,60.0,0.0
2166092-52,2018-06-06,PP,40.0,0.0
2166092-57,2018-06-06,PP,20.0,0.0
2166092-61,2018-06-06,PP,20.0,1.0
2178142-4,2018-06-06,PV,80.0,1.0
604557-97,2018-06-06,PV,100.0,1.0
2175216-7,2018-06-12,MDB,100.0,1.0
112112-117,2018-06-13,MDB,100.0,1.0
112112-118,2018-06-13,MDB,100.0,1.0
112112-120,2018-06-13,MDB,100.0,1.0
2158425-25,2018-06-13,DEM,100.0,1.0
2158425-26,2018-06-13,DEM,100.0,1.0
2160860-118,2018-06-13,Órgão do Poder Legislativo,100.0,0.0
2164596-9,2018-06-13,DEM,100.0,1.0
2173680-29,2018-06-13,PR,80.0,1.0
2174002-8,2018-06-13,PR,80.0,1.0
2177118-7,2018-06-13,UNIÃO,80.0,0.0
2158425-38,2018-06-19,DEM,100.0,0.0
2158425-41,2018-06-19,DEM,80.0,0.0
2158425-52,2018-06-19,DEM,60.0,0.0
2158425-54,2018-06-19,DEM,40.0,0.0
2158425-57,2018-06-19,DEM,20.0,0.0
2158425-62,2018-06-19,DEM,0.0,1.0
2158425-101,2018-06-20,DEM,20.0,1.0
2158425-105,2018-06-20,DEM,40.0,0.0
2158425-108,2018-06-20,DEM,40.0,0.0
2158425-111,2018-06-20,DEM,40.0,0.0
2158425-120,2018-06-20,DEM,40.0,0.0
2158425-125,2018-06-20,DEM,20.0,0.0
2158425-127,2018-06-20,DEM,0.0,0.0
2158425-87,2018-06-20,DEM,0.0,0.0
2158425-90,2018-06-20,DEM,0.0,0.0
2158425-93,2018-06-20,DEM,0.0,0.0
2158425-96,2018-06-20,DEM,0.0,0.0
2173680-62,2018-06-25,PR,80.0,1.0
2173680-66,2018-06-25,PR,100.0,1.0
2082293-29,2018-07-03,Órgão do Poder Legislativo,80.0,1.0
2082293-30,2018-07-03,Órgão do Poder Legislativo,80.0,1.0
2142691-14,2018-07-03,Órgão do Poder Legislativo,80.0,1.0
2180608-7,2018-07-03,Órgão do Poder Executivo,40.0,1.0
2158425-147,2018-07-04,DEM,0.0,0.0
2158425-154,2018-07-04,DEM,0.0,0.0
2158425-156,2018-07-04,DEM,0.0,1.0
2177451-57,2018-07-04,Órgão do Poder Executivo,40.0,1.0
2177451-73,2018-07-04,Órgão do Poder Executivo,60.0,0.0
2177451-75,2018-07-04,Órgão do Poder Executivo,40.0,0.0
2177451-78,2018-07-04,Órgão do Poder Executivo,40.0,0.0
2177451-83,2018-07-04,Órgão do Poder Executivo,40.0,0.0
2177451-86,2018-07-04,Órgão do Poder Executivo,20.0,1.0
2177451-88,2018-07-04,Órgão do Poder Executivo,20.0,0.0
2177451-90,2018-07-04,Órgão do Poder Executivo,20.0,1.0
2177451-106,2018-07-10,Órgão do Poder Executivo,40.0,0.0
2177451-109,2018-07-10,Órgão do Poder Executivo,40.0,0.0
2177451-113,2018-07-10,Órgão do Poder Executivo,40.0,1.0
2177451-115,2018-07-10,Órgão do Poder Executivo,40.0,1.0
2177451-118,2018-07-10,Órgão do Poder Executivo,60.0,1.0
2177451-120,2018-07-10,Órgão do Poder Executivo,60.0,1.0
2177451-123,2018-07-10,Órgão do Poder Executivo,80.0,0.0
2177451-126,2018-07-10,Órgão do Poder Executivo,80.0,0.0
