id,data,party_or_author_type,party_popularity,aprovacao
96076-46,2003-02-19,Órgão do Poder Executivo,0.0,1.0
96076-49,2003-02-19,Órgão do Poder Executivo,100.0,1.0
101651-2,2003-02-26,Órgão do Poder Executivo,100.0,1.0
90170-30,2003-02-26,Órgão do Poder Executivo,100.0,1.0
102635-18,2003-02-27,Órgão do Poder Legislativo,0.0,1.0
90170-23,2003-02-27,Órgão do Poder Executivo,100.0,1.0
90170-25,2003-02-27,Órgão do Poder Executivo,100.0,1.0
105029-15,2003-03-18,PR,0.0,1.0
107184-2,2003-03-18,PR,100.0,1.0
107254-2,2003-03-18,Órgão do Poder Executivo,100.0,1.0
31767-21,2003-03-18,Órgão do Poder Executivo,100.0,1.0
105909-2,2003-03-20,DEM,0.0,1.0
19701-51,2003-03-20,PT,0.0,1.0
19701-54,2003-03-20,PT,100.0,1.0
31959-39,2003-03-20,DEM,100.0,1.0
31767-31,2003-03-25,Órgão do Poder Executivo,100.0,1.0
108066-5,2003-03-27,Órgão do Poder Executivo,100.0,1.0
108076-4,2003-03-27,Órgão do Poder Legislativo,100.0,1.0
45573-30,2003-03-27,Órgão do Poder Executivo,100.0,1.0
31767-67,2003-04-01,Órgão do Poder Executivo,100.0,1.0
31767-68,2003-04-01,Órgão do Poder Executivo,100.0,0.0
31767-69,2003-04-01,Órgão do Poder Executivo,80.0,1.0
31767-70,2003-04-01,Órgão do Poder Executivo,80.0,1.0
31767-71,2003-04-01,Órgão do Poder Executivo,80.0,1.0
31767-74,2003-04-01,Órgão do Poder Executivo,80.0,1.0
105898-6,2003-04-02,PSB,0.0,1.0
105898-7,2003-04-02,PSB,100.0,1.0
107690-19,2003-04-02,Órgão do Poder Executivo,80.0,1.0
107962-8,2003-04-02,Órgão do Poder Legislativo,100.0,1.0
108265-5,2003-04-02,Órgão do Poder Executivo,100.0,1.0
109530-5,2003-04-02,PSDB,0.0,1.0
18564-40,2003-04-02,Órgão do Poder Legislativo,100.0,1.0
18973-17,2003-04-02,PSDB,100.0,1.0
34462-17,2003-04-02,Órgão do Poder Legislativo,100.0,1.0
45573-38,2003-04-02,Órgão do Poder Executivo,100.0,1.0
45573-44,2003-04-02,Órgão do Poder Executivo,100.0,1.0
50717-20,2003-04-02,PSB,100.0,1.0
106560-55,2003-05-14,Órgão do Poder Executivo,100.0,1.0
106560-56,2003-05-14,Órgão do Poder Executivo,100.0,1.0
106560-58,2003-05-14,Órgão do Poder Executivo,100.0,1.0
106736-53,2003-05-15,Órgão do Poder Executivo,100.0,1.0
106736-58,2003-05-15,Órgão do Poder Executivo,100.0,1.0
108076-6,2003-05-15,Órgão do Poder Legislativo,100.0,1.0
108379-6,2003-05-15,Órgão do Poder Legislativo,100.0,1.0
115203-4,2003-05-15,Órgão do Poder Legislativo,100.0,1.0
115522-4,2003-05-15,PP,0.0,1.0
115523-4,2003-05-15,Órgão do Poder Executivo,100.0,1.0
115525-4,2003-05-15,Órgão do Poder Legislativo,100.0,1.0
115528-4,2003-05-15,Órgão do Poder Legislativo,100.0,1.0
115530-4,2003-05-15,Órgão do Poder Legislativo,100.0,1.0
115531-4,2003-05-15,Órgão do Poder Legislativo,100.0,1.0
115653-4,2003-05-15,Órgão do Poder Judiciário,0.0,1.0
115779-4,2003-05-15,PSDB,100.0,1.0
115782-4,2003-05-15,Órgão do Poder Legislativo,100.0,1.0
115784-4,2003-05-15,COMISSÃO MISTA PERMANENTE,0.0,1.0
37564-52,2003-05-15,Órgão do Poder Judiciário,100.0,1.0
37564-53,2003-05-15,Órgão do Poder Judiciário,100.0,1.0
55519-39,2003-05-15,Órgão do Poder Legislativo,100.0,1.0
105029-61,2003-06-04,PR,100.0,1.0
105029-63,2003-06-04,PR,100.0,1.0
108790-4,2003-06-04,PV,0.0,1.0
115155-58,2003-06-04,Órgão do Poder Legislativo,100.0,1.0
115155-60,2003-06-04,Órgão do Poder Legislativo,100.0,1.0
115870-16,2003-06-04,Órgão do Poder Executivo,100.0,1.0
117427-4,2003-06-04,PFL,0.0,1.0
118499-9,2003-06-04,Órgão do Poder Executivo,100.0,1.0
118500-4,2003-06-04,Órgão do Poder Executivo,100.0,1.0
118500-5,2003-06-04,Órgão do Poder Executivo,100.0,1.0
44891-9,2003-06-04,Órgão do Poder Executivo,100.0,1.0
64338-5,2003-06-04,PROS,0.0,1.0
64339-5,2003-06-04,PROS,100.0,1.0
99662-2,2003-06-04,Órgão do Poder Executivo,100.0,1.0
108207-29,2003-06-05,PODE,0.0,1.0
118198-5,2003-06-05,PODE,100.0,1.0
116897-40,2003-06-10,Órgão do Poder Executivo,100.0,1.0
116897-57,2003-06-10,Órgão do Poder Executivo,100.0,1.0
116897-59,2003-06-10,Órgão do Poder Executivo,100.0,1.0
116898-34,2003-06-10,Órgão do Poder Executivo,100.0,0.0
103253-6,2003-06-11,PSDB,100.0,1.0
116898-51,2003-06-11,Órgão do Poder Executivo,80.0,1.0
116898-69,2003-06-11,Órgão do Poder Executivo,80.0,0.0
116898-72,2003-06-11,Órgão do Poder Executivo,60.0,1.0
116898-74,2003-06-11,Órgão do Poder Executivo,60.0,1.0
117944-14,2003-06-11,Órgão do Poder Executivo,60.0,1.0
117944-15,2003-06-11,Órgão do Poder Executivo,80.0,1.0
119655-4,2003-06-11,Órgão do Poder Executivo,80.0,1.0
119150-22,2003-06-12,DEM,100.0,1.0
119780-4,2003-06-12,DEM,100.0,1.0
19274-32,2003-06-24,PP,100.0,1.0
19274-33,2003-06-24,PP,100.0,1.0
19274-36,2003-06-24,PP,100.0,1.0
121460-3,2003-06-25,Órgão do Poder Legislativo,100.0,1.0
18564-54,2003-06-25,Órgão do Poder Legislativo,100.0,1.0
18564-58,2003-06-25,Órgão do Poder Legislativo,100.0,1.0
58432-43,2003-06-25,Órgão do Poder Legislativo,100.0,0.0
58432-44,2003-06-25,Órgão do Poder Legislativo,80.0,1.0
58432-47,2003-06-25,Órgão do Poder Legislativo,80.0,1.0
120510-5,2003-06-26,PSB,100.0,1.0
120510-6,2003-06-26,PSB,100.0,1.0
120518-3,2003-06-26,PSB,100.0,1.0
66155-40,2003-06-26,Órgão do Poder Legislativo,80.0,0.0
66155-41,2003-06-26,Órgão do Poder Legislativo,60.0,1.0
66155-44,2003-06-26,Órgão do Poder Legislativo,60.0,1.0
50717-55,2003-07-02,PSB,100.0,1.0
50717-57,2003-07-02,PSB,100.0,1.0
102861-55,2003-07-08,Órgão do Poder Legislativo,80.0,1.0
102861-59,2003-07-08,Órgão do Poder Legislativo,80.0,1.0
102861-60,2003-07-08,Órgão do Poder Legislativo,80.0,1.0
102861-77,2003-07-08,Órgão do Poder Legislativo,100.0,1.0
106560-78,2003-07-08,Órgão do Poder Executivo,100.0,1.0
106560-80,2003-07-08,Órgão do Poder Executivo,100.0,1.0
119150-47,2003-07-08,DEM,100.0,1.0
119150-49,2003-07-08,DEM,100.0,1.0
119150-56,2003-07-08,DEM,100.0,1.0
58431-41,2003-07-08,Órgão do Poder Legislativo,100.0,1.0
58431-42,2003-07-08,Órgão do Poder Legislativo,100.0,1.0
58431-45,2003-07-08,Órgão do Poder Legislativo,100.0,1.0
117944-47,2003-07-09,Órgão do Poder Executivo,100.0,1.0
117944-49,2003-07-09,Órgão do Poder Executivo,100.0,1.0
19717-33,2003-07-09,Órgão do Poder Executivo,100.0,1.0
34347-100,2003-07-22,Órgão do Poder Legislativo,100.0,1.0
45573-62,2003-07-22,Órgão do Poder Executivo,100.0,1.0
98268-3,2003-07-22,Órgão do Poder Executivo,100.0,1.0
27583-108,2003-07-23,PSDB,100.0,0.0
34347-102,2003-07-23,Órgão do Poder Legislativo,100.0,1.0
98268-7,2003-07-23,Órgão do Poder Executivo,100.0,1.0
125572-23,2003-07-30,DEM,100.0,1.0
125632-11,2003-07-30,Órgão do Poder Executivo,100.0,1.0
125633-9,2003-07-30,Órgão do Poder Judiciário,100.0,1.0
126336-5,2003-07-30,Órgão do Poder Executivo,100.0,1.0
19706-35,2003-07-30,Órgão do Poder Executivo,100.0,1.0
34347-116,2003-07-30,Órgão do Poder Legislativo,100.0,1.0
34347-119,2003-07-30,Órgão do Poder Legislativo,100.0,1.0
45573-78,2003-07-30,Órgão do Poder Executivo,100.0,1.0
98268-11,2003-07-30,Órgão do Poder Executivo,100.0,1.0
125572-29,2003-07-31,DEM,100.0,0.0
125572-36,2003-07-31,DEM,80.0,0.0
122846-47,2003-08-19,Órgão do Poder Executivo,100.0,0.0
105528-44,2003-09-17,Órgão do Poder Legislativo,100.0,1.0
105528-46,2003-09-17,Órgão do Poder Legislativo,100.0,1.0
126128-40,2003-09-17,Órgão do Poder Legislativo,100.0,1.0
126128-43,2003-09-17,Órgão do Poder Legislativo,100.0,1.0
131885-6,2003-09-17,Órgão do Poder Legislativo,100.0,1.0
133590-6,2003-09-17,Órgão do Poder Legislativo,100.0,1.0
133799-6,2003-09-17,Órgão do Poder Executivo,80.0,1.0
133771-10,2003-09-24,Órgão do Poder Executivo,80.0,1.0
134498-6,2003-09-24,PSB,100.0,1.0
134500-6,2003-09-24,PTB,0.0,1.0
134501-6,2003-09-24,Órgão do Poder Legislativo,100.0,1.0
19576-59,2003-09-30,Órgão do Poder Judiciário,100.0,1.0
42827-45,2003-09-30,PROS,100.0,1.0
42827-47,2003-09-30,PROS,100.0,1.0
124899-72,2003-10-01,Órgão do Poder Legislativo,100.0,1.0
124899-83,2003-10-01,Órgão do Poder Legislativo,100.0,1.0
124899-85,2003-10-01,Órgão do Poder Legislativo,100.0,1.0
131166-62,2003-10-01,Órgão do Poder Executivo,80.0,1.0
135701-9,2003-10-01,Órgão do Poder Legislativo,100.0,1.0
19576-83,2003-10-01,Órgão do Poder Judiciário,100.0,1.0
19576-84,2003-10-01,Órgão do Poder Judiciário,100.0,1.0
125572-59,2003-10-08,DEM,60.0,1.0
119150-112,2003-10-09,DEM,60.0,1.0
119150-115,2003-10-09,DEM,60.0,1.0
122122-52,2003-10-09,MPU - Ministério Público da União,0.0,1.0
122122-53,2003-10-09,MPU - Ministério Público da União,100.0,0.0
122122-55,2003-10-09,MPU - Ministério Público da União,50.0,1.0
125634-14,2003-10-09,MPU - Ministério Público da União,66.66666666666666,1.0
126383-5,2003-10-09,PT,100.0,1.0
130629-7,2003-10-09,Órgão do Poder Judiciário,100.0,1.0
135202-7,2003-10-09,PSDB,80.0,1.0
135959-7,2003-10-09,PV,100.0,1.0
45573-94,2003-10-09,Órgão do Poder Executivo,80.0,1.0
45573-96,2003-10-09,Órgão do Poder Executivo,80.0,1.0
71852-63,2003-10-09,Órgão do Poder Executivo,100.0,1.0
71852-66,2003-10-09,Órgão do Poder Executivo,100.0,1.0
125572-110,2003-10-15,DEM,60.0,1.0
125572-116,2003-10-15,DEM,80.0,1.0
125572-123,2003-10-15,DEM,100.0,1.0
125572-140,2003-10-15,DEM,100.0,1.0
125572-94,2003-10-15,DEM,100.0,0.0
125572-96,2003-10-15,DEM,80.0,0.0
133596-5,2003-10-22,Órgão do Poder Legislativo,100.0,1.0
125878-112,2003-10-23,Órgão do Poder Legislativo,100.0,1.0
125878-77,2003-10-23,Órgão do Poder Legislativo,100.0,0.0
125878-84,2003-10-23,Órgão do Poder Legislativo,80.0,0.0
125878-87,2003-10-23,Órgão do Poder Legislativo,60.0,1.0
125878-90,2003-10-23,Órgão do Poder Legislativo,60.0,1.0
135958-7,2003-10-23,PFL,100.0,1.0
138762-5,2003-10-23,PMDB,0.0,1.0
125160-82,2003-10-28,PT,100.0,1.0
125160-83,2003-10-28,PT,100.0,1.0
125160-85,2003-10-28,PT,100.0,1.0
132375-68,2003-10-28,Órgão do Poder Executivo,100.0,1.0
132375-78,2003-10-28,Órgão do Poder Executivo,100.0,1.0
132375-79,2003-10-28,Órgão do Poder Executivo,100.0,1.0
139205-5,2003-10-28,Órgão do Poder Executivo,100.0,1.0
66837-41,2003-10-28,Órgão do Poder Judiciário,100.0,1.0
66837-43,2003-10-28,Órgão do Poder Judiciário,100.0,1.0
103297-38,2003-10-29,Órgão do Poder Executivo,100.0,1.0
103297-41,2003-10-29,Órgão do Poder Executivo,100.0,1.0
139892-6,2003-10-29,PR,100.0,1.0
19706-60,2003-10-29,Órgão do Poder Executivo,100.0,1.0
19706-63,2003-10-29,Órgão do Poder Executivo,100.0,1.0
37564-90,2003-10-29,Órgão do Poder Judiciário,100.0,1.0
43973-58,2003-10-29,PROS,100.0,1.0
43973-59,2003-10-29,PROS,100.0,1.0
43973-61,2003-10-29,PROS,100.0,1.0
102635-34,2003-10-30,Órgão do Poder Legislativo,60.0,1.0
102635-36,2003-10-30,Órgão do Poder Legislativo,60.0,1.0
110909-67,2003-10-30,PSB,100.0,1.0
58690-44,2003-10-30,Órgão do Poder Judiciário,100.0,1.0
58690-47,2003-10-30,Órgão do Poder Judiciário,100.0,1.0
109540-51,2003-11-05,PR,100.0,1.0
109540-52,2003-11-05,PR,100.0,1.0
109540-55,2003-11-05,PR,100.0,1.0
126855-25,2003-11-05,Órgão do Poder Executivo,100.0,1.0
127644-26,2003-11-05,PSDB,80.0,1.0
140087-7,2003-11-05,DEM,60.0,1.0
140655-5,2003-11-05,Órgão do Poder Executivo,100.0,1.0
141014-15,2003-11-05,PSDB,80.0,1.0
48993-33,2003-11-05,PP,100.0,1.0
48993-46,2003-11-06,PP,100.0,1.0
48993-48,2003-11-06,PP,100.0,1.0
53134-2,2003-11-06,PMDB,100.0,1.0
142107-6,2003-11-12,Órgão do Poder Executivo,100.0,1.0
127644-42,2003-11-13,PSDB,80.0,1.0
127644-45,2003-11-13,PSDB,80.0,1.0
141351-32,2003-11-13,Órgão do Poder Executivo,100.0,1.0
141351-37,2003-11-13,Órgão do Poder Executivo,100.0,1.0
19712-24,2003-11-13,Órgão do Poder Legislativo,80.0,1.0
19712-26,2003-11-13,Órgão do Poder Legislativo,100.0,1.0
143282-5,2003-11-18,PP,100.0,1.0
31767-128,2003-11-18,Órgão do Poder Executivo,100.0,1.0
31767-137,2003-11-18,Órgão do Poder Executivo,100.0,1.0
31767-139,2003-11-18,Órgão do Poder Executivo,100.0,1.0
35440-27,2003-11-18,Órgão do Poder Legislativo,100.0,1.0
100481-37,2003-11-19,Órgão do Poder Legislativo,100.0,0.0
100481-39,2003-11-19,Órgão do Poder Legislativo,80.0,1.0
100481-41,2003-11-19,Órgão do Poder Legislativo,80.0,1.0
32147-46,2003-11-19,PSDB,100.0,1.0
107189-9,2003-11-26,PT,100.0,1.0
139711-15,2003-11-26,PT,100.0,1.0
143299-7,2003-11-26,COMISSÃO PERMANENTE,0.0,1.0
144972-8,2003-11-26,PSD,0.0,1.0
145211-10,2003-11-26,Órgão do Poder Executivo,100.0,1.0
145214-6,2003-11-26,Órgão do Poder Executivo,100.0,1.0
145448-6,2003-11-26,PT,100.0,1.0
145482-61,2003-11-26,S.PART.,0.0,1.0
145721-6,2003-11-26,S.PART.,100.0,1.0
104325-48,2003-11-27,PT,100.0,1.0
104325-49,2003-11-27,PT,100.0,1.0
104325-52,2003-11-27,PT,100.0,1.0
104744-37,2003-11-27,PT,100.0,1.0
104744-39,2003-11-27,PT,100.0,1.0
109691-39,2003-11-27,PT,100.0,1.0
109691-40,2003-11-27,PT,100.0,1.0
109691-42,2003-11-27,PT,100.0,1.0
144264-28,2003-11-27,Órgão do Poder Executivo,100.0,1.0
144264-30,2003-11-27,Órgão do Poder Executivo,100.0,1.0
145764-8,2003-11-27,Órgão do Poder Judiciário,100.0,1.0
130914-101,2003-12-02,Órgão do Poder Executivo,100.0,0.0
130914-102,2003-12-02,Órgão do Poder Executivo,80.0,1.0
130914-106,2003-12-02,Órgão do Poder Executivo,80.0,0.0
130914-111,2003-12-02,Órgão do Poder Executivo,60.0,0.0
130914-116,2003-12-02,Órgão do Poder Executivo,40.0,1.0
130914-54,2003-12-02,Órgão do Poder Executivo,40.0,0.0
130914-60,2003-12-02,Órgão do Poder Executivo,40.0,0.0
130914-69,2003-12-02,Órgão do Poder Executivo,20.0,0.0
130914-73,2003-12-02,Órgão do Poder Executivo,20.0,1.0
130914-92,2003-12-02,Órgão do Poder Executivo,40.0,1.0
130914-98,2003-12-02,Órgão do Poder Executivo,40.0,0.0
147060-6,2003-12-03,PCdoB,0.0,1.0
32147-56,2003-12-03,PSDB,100.0,1.0
32147-58,2003-12-03,PSDB,100.0,1.0
120510-73,2003-12-18,PSB,100.0,0.0
120510-74,2003-12-18,PSB,80.0,1.0
120510-77,2003-12-18,PSB,80.0,1.0
71852-77,2003-12-18,Órgão do Poder Executivo,40.0,1.0
71852-79,2003-12-18,Órgão do Poder Executivo,60.0,1.0
102863-72,2004-01-20,Órgão do Poder Judiciário,100.0,0.0
102863-73,2004-01-20,Órgão do Poder Judiciário,80.0,1.0
102863-75,2004-01-20,Órgão do Poder Judiciário,80.0,1.0
102863-77,2004-01-20,Órgão do Poder Judiciário,80.0,1.0
150930-5,2004-01-21,Órgão do Poder Executivo,80.0,1.0
151030-5,2004-01-21,Órgão do Poder Executivo,80.0,1.0
151140-4,2004-01-21,Órgão do Poder Judiciário,80.0,1.0
60287-40,2004-01-22,Órgão do Poder Judiciário,80.0,1.0
60287-42,2004-01-22,Órgão do Poder Judiciário,100.0,1.0
140375-47,2004-02-04,Órgão do Poder Executivo,80.0,0.0
140375-52,2004-02-04,Órgão do Poder Executivo,80.0,0.0
140375-62,2004-02-04,Órgão do Poder Executivo,60.0,1.0
140375-70,2004-02-04,Órgão do Poder Executivo,60.0,0.0
140375-74,2004-02-04,Órgão do Poder Executivo,40.0,0.0
140375-80,2004-02-04,Órgão do Poder Executivo,20.0,0.0
140375-82,2004-02-04,Órgão do Poder Executivo,20.0,1.0
144047-54,2004-02-11,Órgão do Poder Executivo,40.0,1.0
66174-52,2004-02-12,Órgão do Poder Legislativo,80.0,1.0
66174-54,2004-02-12,Órgão do Poder Legislativo,80.0,1.0
66174-55,2004-02-12,Órgão do Poder Legislativo,80.0,0.0
66174-56,2004-02-12,Órgão do Poder Legislativo,80.0,1.0
66174-64,2004-02-12,Órgão do Poder Legislativo,80.0,1.0
142817-22,2004-03-17,COMISSÃO PARLAMENTAR DE INQUÉRITO,0.0,1.0
144047-79,2004-03-17,Órgão do Poder Executivo,40.0,1.0
144047-87,2004-03-17,Órgão do Poder Executivo,60.0,1.0
144047-89,2004-03-17,Órgão do Poder Executivo,80.0,1.0
144047-90,2004-03-17,Órgão do Poder Executivo,100.0,0.0
144047-91,2004-03-17,Órgão do Poder Executivo,80.0,1.0
144047-93,2004-03-17,Órgão do Poder Executivo,80.0,1.0
144047-94,2004-03-17,Órgão do Poder Executivo,80.0,1.0
144047-95,2004-03-17,Órgão do Poder Executivo,80.0,1.0
144047-96,2004-03-17,Órgão do Poder Executivo,80.0,1.0
144047-98,2004-03-17,Órgão do Poder Executivo,100.0,1.0
109175-38,2004-03-25,PT,100.0,1.0
156071-8,2004-03-25,Órgão do Poder Executivo,100.0,1.0
156696-4,2004-03-25,Órgão do Poder Executivo,100.0,1.0
158026-4,2004-03-25,PP**,0.0,1.0
122123-5,2004-03-31,MPU - Ministério Público da União,75.0,1.0
141579-4,2004-03-31,PL,0.0,1.0
158805-7,2004-03-31,PP**,100.0,1.0
158925-7,2004-03-31,Órgão do Poder Judiciário,100.0,1.0
18560-41,2004-03-31,MPU - Ministério Público da União,80.0,1.0
150326-36,2004-04-01,Órgão do Poder Legislativo,80.0,1.0
150326-38,2004-04-01,Órgão do Poder Legislativo,80.0,1.0
154627-85,2004-05-11,Órgão do Poder Executivo,100.0,1.0
154627-88,2004-05-11,Órgão do Poder Executivo,100.0,1.0
154627-90,2004-05-11,Órgão do Poder Executivo,100.0,1.0
159154-6,2004-05-12,PMDB,100.0,1.0
251745-22,2004-05-12,Órgão do Poder Executivo,100.0,1.0
252929-5,2004-05-12,Órgão do Poder Executivo,100.0,1.0
51760-31,2004-05-12,PT,100.0,1.0
159583-40,2004-05-25,Órgão do Poder Executivo,100.0,1.0
159583-42,2004-05-25,Órgão do Poder Executivo,100.0,1.0
159583-44,2004-05-25,Órgão do Poder Executivo,100.0,1.0
159583-45,2004-05-25,Órgão do Poder Executivo,100.0,1.0
255080-3,2004-05-25,Órgão do Poder Legislativo,80.0,1.0
255132-4,2004-05-25,Órgão do Poder Executivo,100.0,1.0
255134-4,2004-05-25,Órgão do Poder Executivo,100.0,1.0
255136-4,2004-05-25,Órgão do Poder Executivo,100.0,1.0
255139-4,2004-05-25,Órgão do Poder Executivo,100.0,1.0
255225-4,2004-05-25,PR,100.0,1.0
104325-81,2004-05-27,PT,100.0,1.0
104325-82,2004-05-27,PT,100.0,1.0
104325-83,2004-05-27,PT,100.0,0.0
254612-36,2004-05-27,Órgão do Poder Executivo,100.0,1.0
254612-38,2004-05-27,Órgão do Poder Executivo,100.0,1.0
126541-68,2004-06-01,Órgão do Poder Executivo,100.0,1.0
140174-101,2004-06-01,Órgão do Poder Executivo,100.0,1.0
140174-103,2004-06-01,Órgão do Poder Executivo,100.0,0.0
140174-67,2004-06-01,Órgão do Poder Executivo,80.0,0.0
140174-70,2004-06-01,Órgão do Poder Executivo,60.0,0.0
140174-83,2004-06-01,Órgão do Poder Executivo,40.0,0.0
140174-87,2004-06-01,Órgão do Poder Executivo,20.0,1.0
140174-96,2004-06-01,Órgão do Poder Executivo,20.0,0.0
140174-99,2004-06-01,Órgão do Poder Executivo,20.0,1.0
157101-34,2004-07-07,Órgão do Poder Legislativo,100.0,1.0
157101-37,2004-07-07,Órgão do Poder Legislativo,100.0,1.0
159583-83,2004-07-07,Órgão do Poder Executivo,40.0,1.0
159583-85,2004-07-07,Órgão do Poder Executivo,60.0,1.0
248920-58,2004-07-07,Órgão do Poder Executivo,80.0,1.0
248920-61,2004-07-07,Órgão do Poder Executivo,80.0,1.0
248920-62,2004-07-07,Órgão do Poder Executivo,100.0,1.0
251110-57,2004-07-07,Órgão do Poder Executivo,100.0,1.0
251110-58,2004-07-07,Órgão do Poder Executivo,100.0,1.0
251110-59,2004-07-07,Órgão do Poder Executivo,100.0,1.0
251110-61,2004-07-07,Órgão do Poder Executivo,100.0,1.0
251110-64,2004-07-07,Órgão do Poder Executivo,100.0,1.0
251110-66,2004-07-07,Órgão do Poder Executivo,100.0,0.0
251110-72,2004-07-07,Órgão do Poder Executivo,80.0,1.0
251745-40,2004-07-07,Órgão do Poder Executivo,80.0,1.0
251745-45,2004-07-07,Órgão do Poder Executivo,80.0,0.0
251745-47,2004-07-07,Órgão do Poder Executivo,60.0,1.0
252243-50,2004-07-07,Órgão do Poder Executivo,60.0,1.0
252243-52,2004-07-07,Órgão do Poder Executivo,80.0,1.0
252243-53,2004-07-07,Órgão do Poder Executivo,80.0,0.0
252243-54,2004-07-07,Órgão do Poder Executivo,60.0,0.0
252243-57,2004-07-07,Órgão do Poder Executivo,60.0,0.0
252243-58,2004-07-07,Órgão do Poder Executivo,40.0,0.0
252243-61,2004-07-07,Órgão do Poder Executivo,20.0,0.0
252243-62,2004-07-07,Órgão do Poder Executivo,0.0,0.0
252243-65,2004-07-07,Órgão do Poder Executivo,0.0,1.0
252243-68,2004-07-07,Órgão do Poder Executivo,20.0,1.0
252243-71,2004-07-07,Órgão do Poder Executivo,40.0,1.0
253977-29,2004-07-07,Órgão do Poder Executivo,60.0,1.0
253977-31,2004-07-07,Órgão do Poder Executivo,80.0,1.0
253977-39,2004-07-07,Órgão do Poder Executivo,100.0,1.0
257125-31,2004-07-07,Órgão do Poder Executivo,100.0,1.0
257125-32,2004-07-07,Órgão do Poder Executivo,100.0,0.0
257125-33,2004-07-07,Órgão do Poder Executivo,80.0,1.0
258615-3,2004-07-07,Órgão do Poder Executivo,80.0,1.0
259278-28,2004-07-07,Órgão do Poder Executivo,80.0,1.0
259278-30,2004-07-07,Órgão do Poder Executivo,80.0,1.0
260255-3,2004-07-07,Órgão do Poder Legislativo,100.0,1.0
260448-4,2004-07-07,Órgão do Poder Executivo,80.0,1.0
260449-4,2004-07-07,Órgão do Poder Executivo,100.0,1.0
260450-4,2004-07-07,Órgão do Poder Executivo,100.0,1.0
260451-4,2004-07-07,Órgão do Poder Executivo,100.0,1.0
42268-68,2004-07-07,COMISSÃO PERMANENTE,100.0,0.0
42268-70,2004-07-07,COMISSÃO PERMANENTE,50.0,1.0
109175-53,2004-08-11,PT,80.0,0.0
109175-62,2004-08-11,PT,60.0,0.0
109175-66,2004-08-11,PT,40.0,0.0
109175-70,2004-08-11,PT,20.0,1.0
109175-73,2004-08-11,PT,20.0,1.0
126541-101,2004-08-11,Órgão do Poder Executivo,100.0,1.0
126541-98,2004-08-11,Órgão do Poder Executivo,100.0,1.0
140174-133,2004-08-11,Órgão do Poder Executivo,100.0,0.0
140174-136,2004-08-11,Órgão do Poder Executivo,80.0,0.0
140174-139,2004-08-11,Órgão do Poder Executivo,60.0,0.0
140174-141,2004-08-11,Órgão do Poder Executivo,40.0,1.0
159274-32,2004-08-11,Órgão do Poder Judiciário,100.0,1.0
159274-34,2004-08-11,Órgão do Poder Judiciário,100.0,1.0
258106-35,2004-08-11,Órgão do Poder Judiciário,100.0,1.0
258106-38,2004-08-11,Órgão do Poder Judiciário,100.0,1.0
258267-45,2004-08-11,Órgão do Poder Legislativo,100.0,1.0
258267-48,2004-08-11,Órgão do Poder Legislativo,100.0,1.0
258428-33,2004-08-11,Órgão do Poder Judiciário,100.0,1.0
258428-34,2004-08-11,Órgão do Poder Judiciário,100.0,1.0
259655-27,2004-08-11,Órgão do Poder Executivo,40.0,1.0
259655-38,2004-08-11,Órgão do Poder Executivo,40.0,1.0
259655-40,2004-08-11,Órgão do Poder Executivo,60.0,1.0
260674-3,2004-08-11,Órgão do Poder Legislativo,100.0,1.0
260677-3,2004-08-11,Órgão do Poder Executivo,80.0,1.0
261592-3,2004-08-11,Órgão do Poder Judiciário,100.0,1.0
261596-3,2004-08-11,Órgão do Poder Judiciário,100.0,1.0
261599-3,2004-08-11,Órgão do Poder Judiciário,100.0,1.0
261610-3,2004-08-11,PR,100.0,1.0
261612-3,2004-08-11,Órgão do Poder Legislativo,100.0,1.0
154627-227,2004-12-09,Órgão do Poder Executivo,100.0,1.0
154627-228,2004-12-09,Órgão do Poder Executivo,100.0,0.0
154627-230,2004-12-09,Órgão do Poder Executivo,80.0,1.0
125572-186,2004-12-14,DEM,60.0,1.0
125572-187,2004-12-14,DEM,60.0,0.0
125572-197,2004-12-14,DEM,40.0,1.0
125572-198,2004-12-14,DEM,60.0,1.0
265047-57,2004-12-14,Órgão do Poder Executivo,80.0,1.0
265047-59,2004-12-14,Órgão do Poder Executivo,80.0,1.0
267787-35,2004-12-14,MPU - Ministério Público da União,80.0,1.0
267787-37,2004-12-14,MPU - Ministério Público da União,100.0,1.0
271607-5,2004-12-14,MPU - Ministério Público da União,100.0,1.0
272793-21,2004-12-14,Órgão do Poder Executivo,80.0,1.0
272793-31,2004-12-14,Órgão do Poder Executivo,80.0,1.0
272793-32,2004-12-14,Órgão do Poder Executivo,100.0,1.0
272793-34,2004-12-14,Órgão do Poder Executivo,100.0,1.0
272811-6,2004-12-14,Órgão do Poder Executivo,100.0,1.0
273375-2,2004-12-14,REPUBLIC,0.0,1.0
273378-2,2004-12-14,Órgão do Poder Executivo,100.0,1.0
52291-51,2004-12-14,REPUBLIC,100.0,1.0
52291-52,2004-12-14,REPUBLIC,100.0,1.0
52291-54,2004-12-15,REPUBLIC,100.0,0.0
52291-77,2004-12-15,REPUBLIC,75.0,0.0
144047-130,2004-12-22,Órgão do Poder Executivo,100.0,1.0
144047-132,2004-12-22,Órgão do Poder Executivo,100.0,1.0
274339-11,2004-12-22,COMISSÃO DIRETORA,0.0,1.0
274339-9,2004-12-22,COMISSÃO DIRETORA,100.0,1.0
