author,popularity,weighted_popularity,raw_popularity,volatility,vote_count,date,idVotacao
Poder Executivo,0.6795655108613663,0.6806606472910313,0.6770101925254813,0.4749337618746597,4415,2009-11-17,447935-83
Poder Executivo,0.6315146556531306,0.6290313659463836,0.6373089983022071,0.48656650308632077,4712,2009-11-18,447935-106
Poder Executivo,0.5985785407945436,0.5939850293687402,0.6092967341214186,0.49245921951324395,4991,2009-11-18,447935-121
Poder Executivo,0.6118428575548431,0.608393760126648,0.619890751553965,0.49005283928892135,5309,2009-11-18,447935-142
Poder Executivo,0.616771641904295,0.6194372768655158,0.6105518269947801,0.48300789878873573,5364,2010-03-02,284827-198
Poder Executivo,0.5932708529250645,0.5941741689159523,0.5911631156129934,0.4894252727885231,5726,2010-03-03,447937-133
Poder Executivo,0.5637674740178593,0.5584606166658436,0.5761501411725627,0.49319555554998995,6021,2010-03-03,447937-136
Poder Executivo,0.5326022685156084,0.5215858650088628,0.558307210031348,0.4964929706725756,6380,2010-03-09,467514-6
Poder Executivo,0.554232562311808,0.5445203737276741,0.576894335674787,0.4931667590339512,6691,2010-03-09,463287-47
Poder Executivo,0.5762155264546414,0.5677198560148747,0.5960387574807637,0.4927921684954492,7018,2010-03-17,469956-4
Poder Executivo,0.6264818548615556,0.6315375962889603,0.614685124864278,0.48789598806163764,7368,2010-03-17,397936-51
Poder Executivo,0.7119633601467047,0.7264838608749403,0.678082191780822,0.0,2336,2010-12-01,447936-162
Poder Executivo,0.718196394912437,0.7326235963198893,0.6845329249617151,0.4391089103635687,2612,2011-02-15,491974-6
Poder Executivo,0.8099576502997716,0.848776929094,0.7193793331132387,0.34844824870020896,3029,2011-02-16,491872-58
Poder Executivo,0.6104000544782047,0.5938729223912682,0.6489633626810565,0.49154506411345483,3521,2011-02-16,491872-61
Poder Executivo,0.5249517746459518,0.4931512646554384,0.5991529646238166,0.4998849170250726,4014,2011-02-17,491872-68
Poder Executivo,0.5367455908777925,0.5331401497775328,0.5451582867783985,0.0,2148,2011-08-31,500079-157
Poder Executivo,0.5364133310531637,0.5333892025877159,0.5434696308058753,0.49886350884702474,2519,2011-09-20,511029-60
Poder Executivo,0.5602763324228304,0.5607938472713719,0.5590687977762335,0.4898979485566356,2878,2011-09-21,500380-7
Poder Executivo,0.6722985744254282,0.6630273641433747,0.6939313984168866,0.4198401757411488,1137,2012-02-28,366851-147
Poder Executivo,0.689157328115729,0.6866896454922037,0.6949152542372882,0.4364986496150271,1593,2012-02-29,366851-196
Poder Executivo,0.5301182034042444,0.5010617191489207,0.5979166666666667,0.48699420806440047,1920,2012-02-29,366851-186
Poder Executivo,0.44622332905946005,0.410537854390778,0.5294894366197183,0.49917740480870987,2272,2012-02-29,366851-189
Poder Executivo,0.4153886615797696,0.38194303191187523,0.49342846413819,0.4750531003946784,2663,2012-03-28,520245-145
Poder Executivo,0.41650740272570386,0.38753861833717407,0.48410123296560675,0.48041753966452094,3082,2012-03-28,520245-150
Poder Executivo,0.41578831327886134,0.3900602846988915,0.4758203799654577,0.4827247121743486,3474,2012-05-29,325847-63
Poder Executivo,0.44072495944006396,0.44152083154510485,0.43886792452830187,0.2067070430622597,2650,2012-10-31,508967-7
Poder Executivo,0.5600307496308403,0.5898260103685129,0.49050847457627117,0.21574186575023296,2950,2012-10-31,479328-65
Poder Executivo,0.6336461627405361,0.6757199441509625,0.535474006116208,0.21650058890062926,3270,2012-11-07,497188-8
Poder Executivo,0.6641363512778391,0.7071713122537019,0.5637214423341591,0.28098288090718637,3633,2012-11-07,496725-130
Poder Executivo,0.6887902689660562,0.7316576847100702,0.5887662988966901,0.31823561171360126,3988,2012-11-28,555993-7
Poder Executivo,0.7212914747132664,0.7671367143791129,0.6143192488262911,0.29581393351341084,4260,2012-11-28,561593-4
Poder Executivo,0.7490675044736047,0.7963679670761264,0.6386997584010542,0.2759227252447124,4553,2012-11-28,561594-3
Poder Executivo,0.8692953057639254,0.8974649945053876,0.8035660320338471,0.2634836308568444,3309,2013-03-20,564113-45
Poder Executivo,0.8176095741702252,0.7975337666717504,0.864453125,0.4998559792580259,2560,2013-07-10,583408-9
Poder Executivo,0.8680378448683577,0.864463745325517,0.8763774104683195,0.1834852771867381,2904,2013-10-01,586411-57
Poder Executivo,0.5877706645400649,0.5027019876640375,0.7862642439174623,0.49997404423178976,3247,2013-10-22,564525-92
Poder Executivo,0.46626363167507134,0.356068252336334,0.7233861834654587,0.4775480354899121,3532,2013-10-23,564525-125
Poder Executivo,0.5854304745066596,0.5170556914966573,0.7449716348633316,0.49983360537529303,3878,2013-10-23,564525-133
Poder Executivo,0.5303664297944702,0.4559087153614035,0.7041010968049595,0.497774410907507,4194,2013-10-23,564525-136
Poder Executivo,0.5624753768246211,0.5019142255415643,0.7037847298184204,0.4999994436365154,4571,2013-10-23,564525-142
Poder Executivo,0.5375490688591307,0.47726375757423917,0.6782147951905442,0.49937833613797417,4907,2013-10-23,564525-145
Poder Executivo,0.42535568259951695,0.4162192184930192,0.4466740988480119,0.4829884934196711,2691,2014-03-26,600255-111
Poder Executivo,0.5980629644179596,0.6412847202878503,0.49721220072154804,0.4207412536626707,3049,2014-04-22,597748-5
Poder Executivo,0.6620139680235483,0.7130338449782052,0.5429675884626821,0.2575393768188564,3363,2014-04-22,325847-119
Poder Executivo,0.7066279381819205,0.7605979425343841,0.5806979280261723,0.21826166526529123,3668,2014-04-23,44196-72
Poder Executivo,0.73628816592983,0.7907814988265158,0.6091370558375635,0.19790239894802927,3940,2014-06-03,490116-261
Poder Executivo,0.8818655397671122,0.875977458693991,0.8956043956043956,0.0,1638,2015-02-10,619150-93
Poder Executivo,0.5673544243502491,0.4689917411003138,0.7968673519334313,0.4893874499901843,2043,2015-03-03,571550-7
Poder Executivo,0.560906692420835,0.5430674267856415,0.6025316455696202,0.4965014212176839,1185,2015-04-27,619150-144
Poder Executivo,0.45981371317497843,0.4303156229843582,0.5286425902864259,0.49945128487312035,1606,2015-04-27,619150-157
Poder Executivo,0.4319459033952707,0.4203183235317055,0.4590769230769231,0.4983224877277243,1625,2015-06-25,1050643-91
Poder Executivo,0.46131595806225306,0.44863318684217973,0.4909090909090909,0.4999173485406371,1980,2015-06-25,1050643-96
Poder Executivo,0.44558801362165856,0.4359895068436366,0.4679845294370434,0.4989739568801487,2327,2015-06-25,1050643-99
Poder Executivo,0.436965061320953,0.42915304437462193,0.4551931008623922,0.49798829483198925,2667,2015-06-25,1050643-102
Poder Executivo,0.45873324638585966,0.4502525754705944,0.4785214785214785,0.4995384600960137,3003,2015-06-25,1050643-110
Poder Executivo,0.452216986898775,0.4449676439314868,0.46913212048911423,0.4990462644029123,3353,2015-06-25,1050643-113
Poder Executivo,0.46229703854066173,0.4551702659880978,0.4789261744966443,0.49955569647303005,3725,2015-06-25,1050643-117
Poder Executivo,0.4577529902508032,0.451434948183157,0.4724950884086444,0.4992429066480081,4072,2015-06-25,1050643-121
Poder Executivo,0.45595912900230107,0.4502491080558177,0.4692825112107623,0.4990555438851301,4460,2015-06-25,1050643-125
Poder Executivo,0.4877496282833398,0.4810809454227983,0.5033098882912702,0.4999890445194768,4834,2015-08-04,1514136-40
Poder Executivo,0.5085262877790445,0.503345146054969,0.5206156184685541,0.4990457061178834,5263,2015-08-12,1514014-82
Poder Executivo,0.535309161625162,0.5320657406685774,0.5428771438571929,0.498376474954643,5714,2015-09-02,1672013-8
Poder Executivo,0.594542368998928,0.6047397317187575,0.5707485226526592,0.4874384207148863,6092,2015-10-28,1715687-69
Poder Executivo,0.5859572204459946,0.5940943894301435,0.566970492816314,0.489247490645368,6473,2015-11-04,1715687-78
Poder Executivo,0.5710871431412718,0.5763264283074749,0.5588621444201313,0.4918577780865087,6855,2015-11-04,1715687-84
Poder Executivo,0.5737598347571502,0.5790255502007169,0.5614731653888281,0.49169122243463104,7304,2015-11-11,1715687-98
Poder Executivo,0.5416357602136985,0.5417996872877529,0.5412532637075718,0.4959666721594087,7660,2015-11-11,1715687-106
Poder Executivo,0.5390121370332459,0.5387969500813108,0.5395142399210948,0.49642708637985256,8111,2015-11-11,1715687-142
Poder Executivo,0.5407948428390652,0.5408285351716836,0.5407162273962889,0.4963720776147641,8461,2015-11-11,1715687-149
Poder Executivo,0.5854606424355004,0.5889716321493597,0.5772683331031625,0.0,7241,2016-05-31,2081729-12
Poder Executivo,0.6525971235503469,0.6779483095015153,0.5934443563309543,0.20981817995362834,7566,2016-05-31,2081730-12
Poder Executivo,0.6957833307871063,0.7332034867354793,0.6084696335742361,0.20012193275308277,7887,2016-05-31,2083179-12
Poder Executivo,0.7283112666375795,0.7730870998852047,0.623834322393121,0.20574162415328576,8257,2016-05-31,2083180-12
Poder Executivo,0.754266053007804,0.8037216819996326,0.6388695853602039,0.1981023103474709,8634,2016-05-31,2083181-12
Poder Executivo,0.7837026789225668,0.8402649107760807,0.6517241379310345,0.196012856903773,8990,2016-05-31,2081879-12
Poder Executivo,0.8352775826575352,0.8771114312530597,0.737665269267978,0.19725224955996187,6202,2016-07-06,2090241-6
Poder Executivo,0.7970913713051765,0.8246720823731778,0.7327363788131734,0.2815718288483574,6589,2016-07-12,2091283-8
Poder Executivo,0.7834636155016218,0.804719174372122,0.7338673114704549,0.3179739954683201,6617,2016-08-09,2080237-101
Poder Executivo,0.7203228950324483,0.7229984906491587,0.7140798385934573,0.3756011950179031,6939,2016-08-09,2080237-111
Poder Executivo,0.6407763691118123,0.6228647866522621,0.6825700615174299,0.42937576520289505,7315,2016-08-09,2080237-117
Poder Executivo,0.5747240230548804,0.5420344299381772,0.6509997403271878,0.4625243053042027,7702,2016-08-10,2080237-124
Poder Executivo,0.5243237675643788,0.48206546782885656,0.6229264669472642,0.48115494148239846,8078,2016-08-10,2080237-129
Poder Executivo,0.5402548029177989,0.5039543336318348,0.6249558979183818,0.48047318062627026,8503,2016-08-10,2080237-142
Poder Executivo,0.504342270673612,0.4625631896922469,0.6018267929634641,0.4902056556728597,8868,2016-08-10,2080237-144
Poder Executivo,0.48749471306880376,0.44813370966934546,0.5793370543342067,0.4936062337192794,8779,2016-08-30,2080237-177
Poder Executivo,0.4616287853729365,0.41863676573715103,0.5619434978564362,0.497175618500817,9097,2016-08-30,2080237-180
Poder Executivo,0.485484969438194,0.4493282617714335,0.5698506206606354,0.4956950720963007,9506,2016-08-30,2080237-186
Poder Executivo,0.45814787025643716,0.4184588854504364,0.5507555014704391,0.4985815185617229,9861,2016-08-30,2080237-189
Poder Executivo,0.4800262636598116,0.4460225346938066,0.5593682979138234,0.4974124472399352,10258,2016-08-30,2080237-192
Poder Executivo,0.46150631341182713,0.42914451885319266,0.5370171673819742,0.49862784651382525,7456,2016-11-22,2116257-9
Poder Executivo,0.49312074597260924,0.4696006291369045,0.5480010185892539,0.4879569294981698,7854,2016-12-15,2080237-226
Poder Executivo,0.48419132156627337,0.45952825021304966,0.5417384880571288,0.48762532723076263,8122,2016-12-20,2080237-233
Poder Executivo,0.45080592749898524,0.41957920154720046,0.5236682880531498,0.4834925339416796,8429,2016-12-20,2080237-260
Poder Executivo,0.4884425049118696,0.46684360001873804,0.53883994966251,0.489885518858607,8741,2016-12-20,2080237-266
Poder Executivo,0.4550012432613051,0.4273298388307005,0.5195678535993826,0.49626619171637054,9071,2017-03-14,2125277-5
Poder Executivo,0.5043355437821752,0.49228785889854815,0.5324468085106383,0.4997774128167132,9400,2017-04-05,2124451-33
Poder Executivo,0.4571984946713219,0.43178966369622446,0.5164857669465492,0.4975154250583079,9766,2017-04-05,2124451-41
Poder Executivo,0.41938040259271714,0.38461831842811844,0.5004919323101141,0.4898828671189252,10164,2017-04-05,2124451-52
Poder Executivo,0.3876941416131884,0.3461879463313515,0.4845419306041411,0.4797599995961498,10577,2017-04-05,2124451-56
Poder Executivo,0.4154094593722675,0.38275781110804125,0.49159663865546216,0.48876811327620967,10948,2017-04-10,2124451-73
Poder Executivo,0.38925456715104134,0.3513463789145905,0.47770700636942676,0.4808037859133182,11304,2017-04-11,2124451-80
Poder Executivo,0.3702077049266912,0.32895424546135155,0.4664657770124839,0.47370389833473525,11615,2017-04-11,2124451-99
Poder Executivo,0.3913268509486513,0.35645529298952483,0.4726938195199465,0.4817486170115182,11957,2017-04-11,2124451-104
Poder Executivo,0.4108358800729598,0.3815163800149426,0.479248046875,0.48777419357271057,12288,2017-04-11,2124451-108
Poder Executivo,0.39658082558904884,0.36511885840851566,0.46999208234362627,0.48370841400627146,12630,2017-04-18,2129647-5
Poder Executivo,0.4035814642682398,0.37366038630039206,0.47339731285988484,0.4873452008636622,13025,2017-04-18,2124451-124
Poder Executivo,0.3837362651837777,0.35060840265235294,0.4610346110904354,0.481787809089355,13435,2017-04-18,2124451-130
Poder Executivo,0.4025308620701372,0.3746429779033432,0.46760259179265656,0.4871011958030206,13890,2017-04-19,2124451-154
Poder Executivo,0.3878776290396083,0.3577990897872008,0.45806088729522604,0.4830899353342677,14223,2017-04-19,2124451-156
Poder Executivo,0.4052283244601379,0.3796225617927136,0.4649751040174613,0.4878452116948475,14661,2017-04-19,2124451-160
Poder Executivo,0.42103249194326053,0.3992865064185082,0.4717731248343493,0.4914756686282508,15092,2017-04-19,2129925-6
Poder Executivo,0.42775399597455166,0.4067630113789764,0.476732960030894,0.4937373440441657,15537,2017-04-25,2124451-167
Poder Executivo,0.4142999248729168,0.39125200622663137,0.4680784017142497,0.49126863665975884,15867,2017-04-25,2124451-170
Poder Executivo,0.42614640967024175,0.40602352388850915,0.47309980982761796,0.4934314290363672,16301,2017-04-25,2124451-173
Poder Executivo,0.42539776089645354,0.40572266191991896,0.4713063251750344,0.49329128307806636,16711,2017-04-25,2124451-176
Poder Executivo,0.43116825495633765,0.4130905091798526,0.4733496617681362,0.4942471002600521,17148,2017-04-26,2122076-298
Poder Executivo,0.425544557945197,0.40783422192796637,0.4668686753187353,0.49267855788659437,17491,2017-04-26,2122076-304
Poder Executivo,0.4205697950329532,0.4031839805488331,0.46113669549590025,0.4911748982745339,17806,2017-04-26,2122076-316
Poder Executivo,0.4146248442168029,0.3976443343421372,0.45424603392435636,0.48925413260229855,18217,2017-04-26,2122076-324
Poder Executivo,0.4188437768166565,0.40217736554559436,0.4577320697824682,0.4908051331704481,18572,2017-04-26,2122076-348
Poder Executivo,0.42393239934592725,0.4076683876586408,0.46188175994959574,0.4924690179420418,19046,2017-04-26,2122076-358
Poder Executivo,0.42803858137644774,0.4121148571790067,0.4651939378371436,0.49365558141318755,19465,2017-04-27,2122076-371
Poder Executivo,0.43240538372039883,0.416820370937545,0.46877041354705795,0.49477175819297986,19901,2017-04-27,2122076-387
Poder Executivo,0.42996022315874244,0.41470404978479225,0.46555796103129304,0.49421374233530596,20324,2017-04-27,2122076-391
Poder Executivo,0.4288409634980809,0.41389822844599006,0.46370734528629265,0.49397056579487064,20748,2017-05-10,2124451-191
Poder Executivo,0.43871839044073196,0.42601594942530996,0.4683574194767167,0.49522161790178165,21174,2017-05-10,2124451-195
Poder Executivo,0.44913040819068795,0.4386658160452153,0.4735477898634575,0.4963992370252927,21605,2017-05-10,2124451-201
Poder Executivo,0.4403959069124117,0.4284949553002351,0.4681647940074906,0.49543755561128333,21894,2017-05-10,2124451-203
Poder Executivo,0.43113429056535185,0.41773967961165026,0.46238838279065575,0.4942794220312917,22174,2017-05-10,2124451-206
Poder Executivo,0.42738728012206467,0.43123986406543036,0.4183979175875448,0.4949388691884526,20361,2017-06-13,2141401-6
Poder Executivo,0.44576241700621266,0.445147449233707,0.4471973418087258,0.0,13844,2018-03-14,2169217-6
Poder Executivo,0.4929319455207385,0.5118152117699851,0.44887099093916294,0.3281639883855844,13906,2018-03-21,2166260-19
Poder Executivo,0.5913263736939991,0.6360805741910328,0.4868999058675871,0.3283445925700303,12748,2018-04-10,542102-101
Poder Executivo,0.5337329251439217,0.5590024749762447,0.47477064220183485,0.4858402815667843,13080,2018-04-10,542102-108
Poder Executivo,0.5557806752846941,0.5867934181639931,0.4834176085663296,0.47335628293484894,13448,2018-04-10,542102-128
Poder Executivo,0.5139603301261755,0.5318178294416349,0.4722928317234367,0.4980251736886903,13769,2018-04-11,542102-144
Poder Executivo,0.4794648100324735,0.4870164770890542,0.4618442535671186,0.4987131892587356,14087,2018-04-11,542102-150
Poder Executivo,0.45172641778855765,0.45141615345411257,0.45245036790226295,0.49153113719582037,14406,2018-04-11,542102-154
Poder Executivo,0.4247817850144745,0.4172628528336201,0.44232596010313474,0.4799410100089022,14738,2018-04-11,542102-156
Poder Executivo,0.46125503992686756,0.4605941493073011,0.46279711803918927,0.4947088215002575,14851,2018-04-11,542102-160
Poder Executivo,0.4421470555816662,0.4363435098080988,0.45568866238665695,0.4888070523684516,15109,2018-04-11,542102-163
Poder Executivo,0.43010644111219887,0.4215515434819828,0.45006786891603645,0.4848824007691345,15471,2018-04-11,542102-169
Poder Executivo,0.4469614690907201,0.4426119598924688,0.4571103238866397,0.4918868427572854,15808,2018-04-11,542102-184
Poder Executivo,0.45518834310701917,0.460955600347906,0.44173140954495005,0.4965931648405782,4505,2018-07-03,2180608-7
Poder Executivo,0.47514639214435145,0.4831648473917394,0.4564366632337796,0.4980986204455829,4855,2018-07-04,2177451-57
Poder Executivo,0.4918508983222718,0.5013753976691542,0.46962706651287967,0.499076632303484,5202,2018-07-04,2177451-73
Poder Executivo,0.4576629291448232,0.462512158214104,0.44634806131650134,0.49711313548879604,5545,2018-07-04,2177451-75
Poder Executivo,0.4299707588076213,0.43146654156218583,0.4264805990469707,0.4945653623976387,5876,2018-07-04,2177451-78
Poder Executivo,0.4049274443516619,0.40373931667321367,0.40769974226804123,0.49140681967450756,6208,2018-07-04,2177451-83
Poder Executivo,0.3841284683287422,0.38097045297482035,0.3914971708212265,0.4880851729567309,6539,2018-07-04,2177451-86
Poder Executivo,0.4028704974061449,0.40161533350645756,0.4057992131720822,0.4910460383314391,6863,2018-07-04,2177451-90
Poder Executivo,0.4150028292528558,0.4148804440532707,0.41528839471855455,0.4927716955453515,7195,2018-07-10,2177451-109
Poder Executivo,0.41288195572910213,0.4125679440352051,0.41361464968152867,0.49248103643729774,7536,2018-07-10,2177451-123
Poder Executivo,0.41393422173729844,0.4137294011092706,0.4144121365360303,0.4926202570212403,7910,2018-07-10,2177451-126
Poder Executivo,0.4141301997276945,0.4139520454093622,0.41454589313713663,0.49264347719245233,8291,2018-07-10,2177451-129
Poder Executivo,0.41291395180606727,0.4126464266382489,0.4135381771976435,0.4924676163949198,8657,2018-07-10,2177451-131
Poder Executivo,0.41357005216315107,0.41336492913319944,0.4140486725663717,0.4869588122814376,9040,2018-11-20,2186805-6
Poder Executivo,0.4839689787405288,0.5070661805650465,0.43007550781665427,0.37633314295866077,9403,2019-02-12,2179189-45
Poder Executivo,0.403110309016278,0.39615835061507837,0.41933154528574373,0.49994154658366574,9694,2019-02-12,2179189-59
Poder Executivo,0.2958666435193009,0.2693133075357516,0.35782442748091603,0.0,1048,2019-08-27,2204056-138
Poder Executivo,0.17096372008783156,0.12201403981751817,0.2851796407185629,0.1428261375083551,1336,2019-08-27,2204056-146
Poder Executivo,0.11816831326370772,0.07251496060158533,0.22469280280866002,0.11588936763815769,1709,2019-08-27,2204056-153
Poder Executivo,0.09071411473867873,0.0508326426031585,0.18377088305489261,0.09726188819943432,2095,2019-09-03,2204056-174
Poder Executivo,0.07428437226958028,0.03896546465861897,0.15669515669515668,0.08394558580591877,2457,2019-09-03,2204056-183
Poder Executivo,0.0626706232760139,0.0313284036218188,0.13580246913580246,0.07459662197865947,2835,2019-09-03,2204056-190
Poder Executivo,0.1689791070298786,0.15156483728520861,0.2096124031007752,0.34517651190532844,3225,2019-10-29,2209381-70
Poder Executivo,0.1598579867918012,0.14410826334948243,0.19660734149054504,0.33663130152755044,3596,2019-10-30,2209381-77
Poder Executivo,0.14927546722164925,0.13485740539276747,0.18291761148904007,0.3251535971403013,3969,2019-11-05,2209381-85
Poder Executivo,0.14497289825783471,0.13156780243386001,0.17625145518044238,0.32218973970892123,4295,2019-11-05,2209381-92
Poder Executivo,0.1370371318290616,0.12450754907604167,0.16627282491944145,0.31365880630968834,4655,2019-11-05,2209381-95
Poder Executivo,0.12999068732179386,0.11819862615885747,0.1575054967019788,0.305810798275282,5003,2019-11-05,2209381-100
Poder Executivo,0.1740120617715896,0.16404270277555982,0.19727389942899246,0.3655527982622719,5429,2019-11-06,2227826-24
Poder Executivo,0.183828770016055,0.1890796299577312,0.17157676348547718,0.39926030845626875,4820,2020-04-03,2242621-7
Poder Executivo,0.4277865468870071,0.5082047604721784,0.24014404852160728,0.4631934556219874,5276,2020-04-13,2206395-51
Poder Executivo,0.5243402487783823,0.6230899916399304,0.2939241821014367,0.48730733768128787,5777,2020-04-13,2206395-55
Poder Executivo,0.4442378263873945,0.5148128046184766,0.27956287718153644,0.47922200127317605,6131,2020-04-13,2206395-58
Poder Executivo,0.39647329534504416,0.4495960815208927,0.27252012760139754,0.4733208691833068,6583,2020-04-13,2206395-99
Poder Executivo,0.3557154296122381,0.39544358001845326,0.2630164119977363,0.4983223078779871,7068,2020-06-23,2206203-119
Poder Executivo,0.34780733460368746,0.38435975217881757,0.2625183602617172,0.49460557091253954,7489,2020-06-23,2206203-138
Poder Executivo,0.3765278368471891,0.41318149469107973,0.29100263521144437,0.4993131514704135,7969,2020-06-23,2206203-146
Poder Executivo,0.3727665559837816,0.40708562194260506,0.2926887354131936,0.4980461876006718,8398,2020-06-24,2206203-165
Poder Executivo,0.37165720802056784,0.40420368765492454,0.295715422207069,0.49708543098088714,8799,2020-06-24,2206203-171
Poder Executivo,0.36822367000700174,0.3988299202989618,0.29680908599242833,0.49552041014923026,9245,2020-06-24,2206203-177
Poder Executivo,0.3669197528015248,0.39614293150485014,0.2987323358270989,0.494540181669158,9624,2020-06-24,2206203-188
Poder Executivo,0.38658841800611726,0.4156989294229525,0.31866389136683515,0.4978065329898,10089,2020-06-24,2206203-197
Poder Executivo,0.38362077886886914,0.4111841582849884,0.3193062268979244,0.49680347422936677,10551,2020-06-24,2206203-200
Poder Executivo,0.38731928289212136,0.41389517572628637,0.32530886627906974,0.49697187137411,11008,2020-06-24,2206203-220
Poder Executivo,0.38831555584776123,0.41384963684556475,0.32873603351955305,0.49672742765520256,11456,2020-06-24,2206203-223
