voting_session_id,session_date,legislatura,total_deputies,not_found_orientation,PP_orientation,PL_orientation,PCdoB_orientation,PDT_orientation,PT_orientation,PSD_orientation,REPUBLIC_orientation,PSOL_orientation,UNIÃO_orientation,PSDB_orientation,MDB_orientation,PODE_orientation,yes_deputies,no_deputies,other_deputies,yes_orientation_percentage,no_orientation_percentage,other_orientation_percentage,CIDADANIA_orientation,PSB_orientation,SOLIDARI_orientation,AVANTE_orientation,PRD_orientation,PV_orientation,NOVO_orientation,REDE_orientation,S.PART._orientation
2462452-39,2024-11-28,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2394255-6,2024-12-03,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2286624-36,2024-12-03,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2234260-91,2024-12-03,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2286624-37,2024-12-03,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2445758-7,2024-12-03,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2220838-17,2024-12-03,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2220838-18,2024-12-03,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2470404-8,2024-12-03,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2467304-22,2024-12-03,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2473700-7,2024-12-03,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2458290-8,2024-12-03,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2164845-75,2024-12-03,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2407561-45,2024-12-03,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2407561-48,2024-12-03,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2456400-34,2024-12-03,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2456400-37,2024-12-03,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2472038-24,2024-12-04,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2472038-26,2024-12-04,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2146774-74,2024-12-04,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2146774-78,2024-12-04,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2146774-81,2024-12-04,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2146774-83,2024-12-04,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2474886-8,2024-12-04,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2237089-94,2024-12-04,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2237089-96,2024-12-04,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
1197773-140,2024-12-04,57,606,other,other,no,other,other,other,other,other,other,other,other,other,other,0,105,501,0.0,17.326732673267326,82.67326732673267,other,no,other,other,other,other,other,other,other
2473389-28,2024-12-04,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2475018-8,2024-12-04,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,14,0,592,2.31023102310231,0.0,97.6897689768977,other,yes,other,other,other,other,other,other,other
2473389-37,2024-12-04,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2475016-8,2024-12-04,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,14,0,592,2.31023102310231,0.0,97.6897689768977,other,yes,other,other,other,other,other,other,other
2473375-31,2024-12-04,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2074843-163,2024-12-04,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2074843-165,2024-12-04,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2476024-7,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2476025-7,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2443763-32,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2476126-7,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2432346-7,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2467558-7,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2476017-7,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2437973-25,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2476097-7,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2476090-7,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2476092-7,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2454257-19,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2476103-6,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2476108-7,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
310391-159,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
350660-37,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
1195488-18,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2122915-17,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2138861-27,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2179902-17,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2196867-18,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2268762-17,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2276591-17,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2159968-19,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2350078-17,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2169962-19,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2284728-20,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2476111-7,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2350281-16,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2318550-41,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2224316-28,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2348973-19,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2146233-21,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2150854-31,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2224316-29,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2299579-17,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2055405-24,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2348973-20,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
1539960-22,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2277154-20,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
310391-166,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
350660-38,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
1195488-19,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2055405-25,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2093328-39,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2146233-22,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2150854-32,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
1539960-23,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2122915-18,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2138861-28,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2159968-20,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2169962-20,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2277154-21,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2299579-18,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2406642-19,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2179902-18,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2196867-19,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2268762-18,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2276591-18,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2284728-21,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2350078-18,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2350281-17,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2357634-43,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2357634-46,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2437973-30,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2437973-32,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2394967-28,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2394967-31,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2287383-84,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2287383-87,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2287383-89,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2443763-38,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2443763-41,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2424409-28,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2424409-31,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2470252-25,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2470252-28,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2467217-27,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2467217-29,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2430018-30,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2430018-33,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2348266-67,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2348266-70,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2348266-72,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2454257-27,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,14,0,592,2.31023102310231,0.0,97.6897689768977,other,yes,other,other,other,other,other,other,other
2454257-29,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2338858-31,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2338858-34,2024-12-05,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2146200-8,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2166878-81,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
260452-158,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
281363-46,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
441578-42,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
609516-37,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2222712-20,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
946439-30,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2124404-29,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2261234-20,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2311219-22,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2313844-20,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
350930-61,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2146867-24,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
598826-27,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
947849-23,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2077563-22,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2154141-25,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
570352-28,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
463929-79,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
478015-41,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
622302-37,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2255000-22,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2257594-21,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2266988-20,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
305544-58,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2111922-23,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2166878-82,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
260452-159,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
281363-47,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
305544-59,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
350930-62,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
463929-80,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
570352-29,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2111922-24,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
441578-43,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
478015-42,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
598826-28,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
622302-38,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
947849-24,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2077563-23,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2141651-24,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2146867-25,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2154141-26,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2255000-23,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2266988-21,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
609516-38,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
946439-31,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2257594-22,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2313844-21,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2124404-30,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
